rating_loop.thisRepN,rating_loop.thisTrialN,rating_loop.thisN,rating_loop.thisIndex,thisRow.t,notes,WelcomeScreen.started,WelcomeScreen.stopped,trial.started,trial.stopped,sliderRating.response,slider_stop.response,temperature_PT,contact_force,sliderRating.markerPos,GoodbyScreen.started,text.started,GoodbyScreen.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart
89,0,89,0,2024-11-18_17:38:51.708042,,,,181.1821984006092,182.71596520021558,None,None,34.9,2.4,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
90,0,90,0,2024-11-18_17:38:53.699165,,,,183.17993310000747,184.7171884002164,None,None,34.9,2.5,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
91,0,91,0,2024-11-18_17:38:55.705602,,,,185.18256090022624,186.71783500071615,None,None,34.9,2.8,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
92,0,92,0,2024-11-18_17:38:57.711889,,,,187.18515940010548,188.71573540009558,None,None,34.9,2.0,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
93,0,93,0,2024-11-18_17:38:59.700800,,,,189.1794509999454,190.71758690010756,None,None,34.9,2.2,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
94,0,94,0,2024-11-18_17:39:01.709253,,,,191.1831106999889,192.716223500669,None,None,34.9,1.9,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
95,0,95,0,2024-11-18_17:39:03.709400,,,,193.1825983999297,194.71602530032396,None,None,34.9,1.8,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
96,0,96,0,2024-11-18_17:39:05.710972,,,,195.18261980079114,196.71693450026214,None,None,34.9,1.7,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
97,0,97,0,2024-11-18_17:39:07.708847,,,,197.18315090052783,198.7170810000971,None,None,34.9,2.5,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
98,0,98,0,2024-11-18_17:39:09.707641,,,,199.18199460022151,200.71510019991547,None,None,35.0,2.0,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
99,0,99,0,2024-11-18_17:39:11.703129,,,,201.18051439989358,202.71747360005975,None,None,35.1,2.9,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
100,0,100,0,2024-11-18_17:39:13.707341,,,,203.18176120053977,204.71476700063795,None,None,35.2,2.3,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
101,0,101,0,2024-11-18_17:39:15.703701,,,,205.17969320062548,206.71560220047832,None,None,35.300000000000004,2.8,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
102,0,102,0,2024-11-18_17:39:17.703710,,,,207.1809966005385,208.71523830015212,None,None,35.4,2.2,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
103,0,103,0,2024-11-18_17:39:19.704259,,,,209.18152250070125,210.71658220048994,None,None,35.6,2.3,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
104,0,104,0,2024-11-18_17:39:21.706624,,,,211.18128190003335,212.71653559990227,None,None,35.7,2.2,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
105,0,105,0,2024-11-18_17:39:23.701688,,,,213.18117620050907,214.7153594000265,None,None,35.9,2.6,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
106,0,106,0,2024-11-18_17:39:25.698019,,,,215.17908770032227,216.71679840050638,None,None,36.0,2.1,0.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
107,0,107,0,2024-11-18_17:39:27.709064,,,,217.18360170070082,218.7155809001997,None,None,36.2,2.2,0.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
108,0,108,0,2024-11-18_17:39:29.706584,,,,219.18168599996716,220.71535670012236,None,None,36.4,2.9,0.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
109,0,109,0,2024-11-18_17:39:31.706326,,,,221.18063720036298,222.71484670042992,None,None,36.6,2.3,0.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
110,0,110,0,2024-11-18_17:39:33.703097,,,,223.18028020020574,224.7159264003858,None,None,36.800000000000004,2.2,0.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
111,0,111,0,2024-11-18_17:39:35.707871,,,,225.18179400078952,226.71484010014683,None,None,37.0,2.3,0.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
112,0,112,0,2024-11-18_17:39:37.699737,,,,227.1792044006288,228.71493790019304,None,None,37.2,2.3,0.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
113,0,113,0,2024-11-18_17:39:39.704636,,,,229.18035420030355,230.71462270058692,None,None,37.4,2.1,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
114,0,114,0,2024-11-18_17:39:41.705226,,,,231.1794580006972,232.71644680015743,None,None,37.6,2.5,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
115,0,115,0,2024-11-18_17:39:43.708088,,,,233.18219619989395,234.715519499965,None,None,37.800000000000004,2.5,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
116,0,116,0,2024-11-18_17:39:45.707369,,,,235.18152370024472,236.71569189988077,None,None,38.1,2.5,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
117,0,117,0,2024-11-18_17:39:47.705451,,,,237.1813338007778,238.71377710066736,None,None,38.300000000000004,2.4,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
118,0,118,0,2024-11-18_17:39:49.702069,,,,239.1781701007858,240.71398309990764,None,None,38.5,2.6,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
119,0,119,0,2024-11-18_17:39:51.702403,,,,241.17924940027297,242.71507170051336,None,None,38.6,2.4,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
120,0,120,0,2024-11-18_17:39:53.695230,,,,243.17749130073935,244.7149205999449,None,None,38.800000000000004,2.5,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
121,0,121,0,2024-11-18_17:39:55.704870,,,,245.1787840006873,246.7144747003913,None,None,39.0,3.2,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
122,0,122,0,2024-11-18_17:39:57.708481,,,,247.18034540023655,248.7133427001536,None,None,39.2,2.7,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
123,0,123,0,2024-11-18_17:39:59.707741,,,,249.17913610022515,250.71371160075068,None,None,39.400000000000006,2.6,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
124,0,124,0,2024-11-18_17:40:01.704204,,,,251.17959920037538,252.71510590054095,None,None,39.6,2.9,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
125,0,125,0,2024-11-18_17:40:03.698764,,,,253.17836790066212,254.7143711000681,None,None,39.800000000000004,2.3,0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
126,0,126,0,2024-11-18_17:40:05.704858,,,,255.180870000273,256.7132763005793,None,None,40.0,2.6,0.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
127,0,127,0,2024-11-18_17:40:07.707160,,,,257.1791145000607,258.71330190077424,None,None,40.2,2.9,1.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
128,0,128,0,2024-11-18_17:40:09.706963,,,,259.1784933004528,260.7133503006771,None,None,40.300000000000004,2.8,2.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
129,0,129,0,2024-11-18_17:40:11.704230,,,,261.17813070025295,262.7127661006525,None,None,40.5,2.8,3.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
130,0,130,0,2024-11-18_17:40:13.707150,,,,263.17987650074065,264.7121154004708,None,None,40.7,3.4,8.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
131,0,131,0,2024-11-18_17:40:15.699497,,,,265.17802450060844,266.7122831000015,None,None,40.800000000000004,3.4,11.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
132,0,132,0,2024-11-18_17:40:17.701494,,,,267.1776010999456,268.71289500035346,None,None,41.1,3.0,13.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
133,0,133,0,2024-11-18_17:40:19.701091,,,,269.1782697001472,270.71328110061586,None,None,41.2,3.6,14.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
134,0,134,0,2024-11-18_17:40:21.705535,,,,271.18007209990174,272.71196740027517,None,None,41.400000000000006,2.8,14.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
135,0,135,0,2024-11-18_17:40:23.697555,,,,273.17598660010844,274.71306800004095,None,None,41.5,3.0,15.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
136,0,136,0,2024-11-18_17:40:25.699265,,,,275.17615499999374,276.7117543006316,None,None,41.7,2.9,16.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
137,0,137,0,2024-11-18_17:40:27.704796,,,,277.1784348003566,278.7126139001921,None,None,41.900000000000006,2.9,17.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
138,0,138,0,2024-11-18_17:40:29.702442,,,,279.178836800158,280.711353700608,None,None,42.0,3.3,18.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
139,0,139,0,2024-11-18_17:40:31.704547,,,,281.17852510046214,282.7120390003547,None,None,42.2,2.7,18.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
140,0,140,0,2024-11-18_17:40:33.701829,,,,283.1771753001958,284.7128208000213,None,None,42.400000000000006,3.1,19.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
141,0,141,0,2024-11-18_17:40:35.703229,,,,285.17833450064063,286.7138128001243,None,None,42.5,3.0,20.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
142,0,142,0,2024-11-18_17:40:37.706298,,,,287.1797568006441,288.71419000066817,None,None,42.7,3.2,23.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
143,0,143,0,2024-11-18_17:40:39.704301,,,,289.17936380021274,290.7124761007726,None,None,42.800000000000004,2.9,27.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
144,0,144,0,2024-11-18_17:40:41.701177,,,,291.17749470006675,292.7131690001115,None,None,43.0,2.7,31.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
145,0,145,0,2024-11-18_17:40:43.706073,,,,293.1796941002831,294.7127895001322,None,None,43.1,3.4,32.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
146,0,146,0,2024-11-18_17:40:45.698836,,,,295.1773403007537,296.71237470023334,None,None,43.300000000000004,3.4,35.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
147,0,147,0,2024-11-18_17:40:47.700609,,,,297.1781158000231,298.71337760053575,None,None,43.400000000000006,3.1,41.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
148,0,148,0,2024-11-18_17:40:49.701745,,,,299.17826279997826,300.7117804000154,None,None,43.6,3.0,44.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
149,0,149,0,2024-11-18_17:40:51.699003,,,,301.1773155005649,302.7117026001215,None,None,43.7,3.1,47.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
150,0,150,0,2024-11-18_17:40:53.696131,,,,303.17649440001696,304.7110418006778,None,None,43.900000000000006,3.5,50.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
151,0,151,0,2024-11-18_17:40:55.698031,,,,305.1756775006652,306.73026330024004,None,None,44.0,3.5,52.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
152,0,152,0,2024-11-18_17:40:57.715630,,,,307.19691260065883,308.72949270065874,None,None,44.1,3.2,54.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
153,0,153,0,2024-11-18_17:40:59.713150,,,,309.1936622001231,310.7289075003937,None,None,44.300000000000004,2.9,55.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
154,0,154,0,2024-11-18_17:41:01.719474,,,,311.1958533003926,312.7106544999406,None,None,44.5,2.0,56.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
155,0,155,0,2024-11-18_17:41:03.703422,,,,313.1756963003427,314.7261672001332,None,None,44.6,2.2,58.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
156,0,156,0,2024-11-18_17:41:05.718539,,,,315.19225890003145,316.7305787000805,None,None,44.800000000000004,2.6,59.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
157,0,157,0,2024-11-18_17:41:07.720872,,,,317.19567590020597,318.72791620064527,None,None,44.900000000000006,2.5,60.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
158,0,158,0,2024-11-18_17:41:09.719577,,,,319.1928701000288,320.72904979996383,None,None,45.1,2.4,61.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
159,0,159,0,2024-11-18_17:41:11.720607,,,,321.193460800685,322.72969220019877,None,None,45.2,2.9,62.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
160,0,160,0,2024-11-18_17:41:13.720863,,,,323.19656170066446,324.72749279998243,None,None,45.400000000000006,2.2,63.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
161,0,161,0,2024-11-18_17:41:15.721868,,,,325.1936484007165,326.72665840014815,None,None,45.6,2.3,63.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
162,0,162,0,2024-11-18_17:41:17.716848,,,,327.19340930040926,328.7289001001045,None,None,45.7,2.4,64.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
163,0,163,0,2024-11-18_17:41:19.719054,,,,329.19347690045834,330.7289720000699,None,None,45.900000000000006,2.1,65.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
164,0,164,0,2024-11-18_17:41:21.717176,,,,331.1934793004766,332.7270431006327,None,None,46.0,2.4,65.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
165,0,165,0,2024-11-18_17:41:23.710484,,,,333.1904699001461,334.7270033005625,None,None,46.2,2.6,67.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
166,0,166,0,2024-11-18_17:41:25.717261,,,,335.19187780003995,336.7265520999208,None,None,46.400000000000006,1.8,68.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
167,0,167,0,2024-11-18_17:41:27.716652,,,,337.1917778002098,338.72601480036974,None,None,46.5,1.5,69.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
168,0,168,0,2024-11-18_17:41:29.718759,,,,339.1930134007707,340.72584570012987,None,None,46.7,1.6,70.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
169,0,169,0,2024-11-18_17:41:31.716483,,,,341.19246530067176,342.7275419002399,None,None,46.800000000000004,1.8,71.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
170,0,170,0,2024-11-18_17:41:33.717674,,,,343.1928353002295,344.725481800735,None,None,47.0,1.9,72.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
171,0,171,0,2024-11-18_17:41:35.716003,,,,345.19018159992993,346.72654390055686,None,None,47.1,1.7,73.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
172,0,172,0,2024-11-18_17:41:37.717556,,,,347.19330820068717,348.7249014005065,None,None,47.300000000000004,1.8,74.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
173,0,173,0,2024-11-18_17:41:39.712548,,,,349.1905108001083,350.72545660007745,None,None,47.400000000000006,1.6,76.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
174,0,174,0,2024-11-18_17:41:41.718404,,,,351.1922316001728,352.7241533007473,None,None,47.6,1.7,79.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
175,0,175,0,2024-11-18_17:41:43.713145,,,,353.18919300008565,354.725241499953,None,None,47.7,1.7,80.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
176,0,176,0,2024-11-18_17:41:45.709175,,,,355.18808220047504,356.72474450059235,None,None,47.800000000000004,1.7,80.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
177,0,177,0,2024-11-18_17:41:47.716492,,,,357.1907381005585,358.7251027999446,None,None,47.900000000000006,1.9,81.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
178,0,178,0,2024-11-18_17:41:49.713768,,,,359.18917299993336,360.72596500068903,None,None,47.900000000000006,2.0,81.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
179,0,179,0,2024-11-18_17:41:51.715731,,,,361.1909389998764,362.72488410025835,None,None,48.0,2.0,82.0,,,,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
,,,,,,,,,,,,,,,363.1871017999947,363.1933233002201,372.72041370067745,97,2,2024-11-18_17h35.36.423,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h35.50.506686 +0100
